Country,Year,Speech_Paragraph,Paragraph_ID
BRA,2014,"We have also made access to basic primary and middle-school education universally available, and we are now pursuing the same goal for secondary education.",BRA_2014_06
BRA,2014,"We are equally committed to enhancing the quality of education by, inter alia, improving curriculums and raising the profile of teachers. Vocational education has made strides, with the creation of hundreds of new schools and the professional training and development of 8 million young people over the past four years.",BRA_2014_07
BRA,2014,"There has been an unprecedented expansion of higher education, with the establishment of new publicly funded universities and of scholarships and financial aid that has given 3 million students access to private universities. Affirmative-action policies have enabled poor, black and indigenous students to enrol in universities on a massive scale.",BRA_2014_08
BRA,2014,"Finally, our efforts to tackle the challenges of building a knowledge-based society have led to the creation of a programme known as Science Without Borders, which has sent more than 100,000 undergraduate and graduate students to the world’s best universities. Through a presidential initiative, our National Congress has enacted legislation allocating to education 75 per cent of the royalties earned from pre-salt oil exploration and 50 per cent of the social fund generated by pre-salt oil revenues, with 25 per cent of pre-salt oil exploration royalties going to health care. We will thus be able to transform finite resources such as oil and gas into permanent assets — education, science and technology, and innovation. That will be our passport to the future.",BRA_2014_09
BRA,2014,"We have not neglected fiscal discipline and monetary stability, and we have striven to protect Brazil from external volatility. We were thus able to overcome the challenges arising from the major global economic crisis, triggered in 2008 by the collapse of Lehman Brothers, which subsequently developed into national sovereign debt crises affecting many countries.",BRA_2014_10
BRA,2014,"We resisted its worst consequences — unemployment, wage depreciation, erosion of social rights and stalled investment. We followed through with income distribution by stimulating growth and employment and maintaining our investment in infrastructure. Brazil jumped from the thirteenth- to the seventh-largest economy in the world. Our per capita income more than tripled, and inequality fell sharply. In 2002, more than half of Brazil’s population was poor or living below the poverty line; today three out of every four Brazilians are firmly in the middle-class and upper-income ranges. During the economic crisis, when hundreds of millions around the world were left unemployed, Brazil created 12 million new jobs. In addition, we became a primary destination for foreign investment, and we resumed our investment in infrastructure through strong partnerships with the private sector.",BRA_2014_11
BRA,2014,"All of those gains have occurred within the context of a sound fiscal environment. We have reduced our net ratio of public debt to gross domestic product (GDP) from about 60 per cent to 35 per cent. Our gross external debt in relation to GDP fell from 42 per cent to 14 per cent. Our international reserves increased tenfold, making Brazil an international creditor. Our annual inflation rate has also remained within the maximum and minimum range fixed by our current national targets.",BRA_2014_12
BRA,2014,"Although we have managed to fend off the most harmful consequences of the global crisis, we have nonetheless been acutely affected by it in the past few years, owing to the persistence all over the world of substantial economic difficulties that have had a negative effect on our growth. Here I would like to reiterate what I said at the opening of last year’s general debate (see A/68/PV.5). It is vital and urgent that we restore the momentum of the global economy, which should work to drive investment and international trade and reduce inequalities between countries, and not become a factor that ultimately slows economic development and income distribution in society as a whole.",BRA_2014_13
BRA,2014,"Regarding international trade, there must be a unanimous commitment to an action plan leading to the conclusion of the Doha Round. It is also imperative that we end the disparity between the growing importance of developing countries to the global economy and their insufficient representation and participation in the decision-making processes of international financial institutions such as the International Monetary Fund and the World Bank. The delay in expanding developing countries’ voting rights in those institutions is unacceptable. The risk to those institutions is that could lose their legitimacy and effectiveness.",BRA_2014_14
BRA,2014,"In July Brazil had the pleasure of hosting the sixth Summit of the BRICS countries, namely, Brazil, Russia, India, China and South Africa. We welcomed their leaders in a fraternal and fruitful meeting that pointed to important possibilities for the future. We signed agreements establishing a new development bank and a contingent reserve arrangement. The bank will cater to the infrastructure financing needs of the BRICS and other developing countries. The contingent reserve arrangement will protect them from financial volatility. Each instrument will have a capital injection of $100 billion.",BRA_2014_15
BRA,2014,"The current generation of world leaders — our generation — is also being called on to deal with significant challenges to peace, collective security and the environment. We have been unable either to solve old disputes or to prevent new threats. It is impossible to eliminate the underlying causes of conflict through the use of force. That has been made clear by the persistence of the Palestine question, the systematic massacre of the Syrian people, the tragic national fragmentation of Iraq, the serious insecurity in Libya, the conflicts in the Sahel and the clashes in Ukraine. Instead of leading to peace, every military intervention has worsened those conflicts. We are witnessing the tragic proliferation of civilian victims and humanitarian disasters. We cannot allow such barbaric acts to increase and violate our ethical, moral and civilizational values. Nor can we remain indifferent to the spread of the Ebola virus in West Africa. We therefore support the Secretary- General’s proposal to establish a United Nations Mission for Ebola Emergency Response. Brazil is solidly in favour of it.",BRA_2014_16
BRA,2014,The Security Council has had some difficulties in promoting peaceful solutions to those conflicts.,BRA_2014_17
BRA,2014,"To overcome such stalemates, a genuine reform of the Council will be required, a process that has been dragging on for quite some time. The coming seventieth anniversary of the United Nations, in 2015, appears to be an occasion conducive to achieving the progress that the situation currently calls for. I am quite certain that we all understand the serious risks arising from paralysis and inaction in the Security Council. A more representative and legitimate Security Council would also be more effective.",BRA_2014_18
BRA,2014,"I wish to underscore that we cannot possibly remain indifferent to the Israeli-Palestinian crisis, particularly after the recent dramatic events in Gaza. We condemn the disproportionate use of force that has strongly victimized the civilian population, especially women and children. The conflict must be properly resolved, not precariously managed, as has been the case up to now. Effective negotiations between the parties must ultimately lead to a two-State solution with Palestine and Israel living side by side in security within internationally recognized borders.",BRA_2014_19
BRA,2014,"Amid so many conflict situations, Latin America and the Caribbean seek to face up to the main problem that has marked our region for centuries. I am talking about social inequality. Democratic roots have become stronger, and the demand for more just, inclusive and sustainable growth has grown ever stronger. Through the Union of South American Nations, the Common Market of the South, and the Community of Latin American and Caribbean States, integration efforts have made tremendous headway.",BRA_2014_20
BRA,2014,"Climate change is one of the greatest challenges of our times. To overcome that challenge, we need a sense of urgency, political courage and a keen understanding that actors have to contribute according to the principles of equity and common but differentiated responsibilities. The recent Climate Summit, which was convened in a very timely manner by the Secretary- General, further invigorated negotiations at the level of the United Nations Framework Convention on Climate Change.",BRA_2014_21
BRA,2014,"The Brazilian Government will strive to ensure that the outcome of the negotiations will lead to a balanced, fair and effective agreement. Brazil has been doing its part to face up to the challenge of climate change. In 2009, during the Copenhagen Conference, we committed to a voluntary reduction of 36 to 39 per cent of our projected emissions by 2020. Between 2010 and 2013, we avoided releasing into the atmosphere an average of 650 million tons of carbon dioxide every year. Throughout those years, we achieved the lowest deforestation rates in our history. In the past decade, we have reduced deforestation by 79 per cent, without giving up our agenda of economic development and social inclusion.",BRA_2014_22
BRA,2014,"We have therefore shown that it is possible to grow, to include, to preserve and to protect. Such an achievement stems from the continuous and steadfast commitment of the Brazilian Government, civil society and other public and private stakeholders. We hope that developed countries, which have not only the legal but also a political obligation to lead by example, will unequivocally and concretely demonstrate their commitment to combat this problem that affects us all.",BRA_2014_23
BRA,2014,"At the United Nations Conference on Sustainable Development in Rio de Janeiro, we were proud to set the foundations for a new development agenda, based on sustainable development goals applicable to both developing and developed nations. It will be crucial for us to identify the means of implementation that correspond to the magnitude of the challenges that we have committed ourselves to overcoming. We must be ambitious when it comes to financing, cooperation, national capacity-building and technology transfer, especially to ensure that the least developed countries benefit. Let me underscore, in that context, the need to establish a mechanism for the development, transfer and dissemination of clean, environmentally sustainable technologies.",BRA_2014_24
BRA,2014,"In addition to sustainable development and peace, the international order that we seek to build must be anchored on fundamental values. Among those values, emphasis should be put on efforts to combat all forms of discrimination and exclusion. We have a clear-cut commitment to the empowerment of women in the labour market, liberal professions, entrepreneurship, political activity and access to education, among others.",BRA_2014_25
BRA,2014,My Administration has tirelessly fought violence against women in all its forms. We consider the twenty- first century to be the century of women.,BRA_2014_26
BRA,2014,"By the same token, the promotion of racial equality seeks to compensate Brazilians of African descent for the consequences of the centuries of slavery to which they were subjected. Today, those Brazilians account for more than half of our population. We owe them our rich and permanent legacy of cultural, religious and human wealth and values. For us, racial miscegenation is a matter of pride. Racism is not only a heinous and extremely serious crime, but it is also a scourge that we have not hesitated to fight, punish and eradicate.",BRA_2014_27
BRA,2014,"The same commitment that we have had to combat violence against women and African Brazilians, we have also had against homophobia. My country’s Supreme Court has recognized same-sex civil unions, thereby ensuring them the full range of civil rights arising therefrom. We firmly believe in the dignity of all human beings and in the universal nature of their fundamental rights. Those rights must be protected from all double standards and all forms of politicization, both domestically and internationally.",BRA_2014_28
BRA,2014,"Yet another fundamental value is the respect for public good. We all face a relentless fight against corruption. History has shown that there is only one correct and efficient way to tackle corruption; that is by ending impunity, thereby strengthening institutions that oversee, investigate and punish acts of corruption, money-laundering and other financial crimes. That is a responsibility incumbent upon each Government, a responsibility that Brazil has fulfilled by strengthening our institutions.",BRA_2014_29
BRA,2014,"In Brazil, we have designed and built a Government transparency portal website that gives citizens access to all information on Government spending within 24 hours after monies are spent. We have also adopted a law on access to information, which allows all Brazilian citizens the right to access Government data, except for that related to the country’s national sovereignty. We have strengthened and given autonomy to investigators as well as to those in charge of internal Government controls. We have passed laws that punish not only those who actively engage in corruption but also those who passively agree with acts of corruption.",BRA_2014_30
BRA,2014,Strengthening those institutions is absolutely crucial for strengthening open and democratic governance.,BRA_2014_31
BRA,2014,Brazil’s recent re-election to the Executive Committee of the Open Government Partnership will also allow us to contribute to promoting more transparent Governments worldwide.,BRA_2014_32
BRA,2014,"It is essential that measures be taken to effectively protect human rights, not only in the real world but also in the virtual world, as stated in resolution 68/167 on privacy in the digital age, adopted by the General Assembly in the past year. Brazil and Germany promoted an important discussion on the matter in 2013. We intend to deepen that discussion during this sixty-ninth session. For our review of such matters, the 2013 annual report of the Office of the United Nations High Commissioner for Human Rights, published in May 2014, can provide significant inputs. In September 2013, I proposed from this rostrum (see A/68/PV.5) that a civil framework be development for the governance and use of the Internet, a framework based on the principles of freedom of expression, privacy, network neutrality and cultural diversity.",BRA_2014_33
BRA,2014,"I am pleased to note that the international community has, since then, mobilized its efforts to enhance the current Internet governance architecture. Brazil’s initiative to hold the Global Multistakeholder Meeting on the Future of Internet Governance, NETmundial, in São Paulo in April was an important step in the process.",BRA_2014_34
BRA,2014,The Meeting brought together stakeholders from various regions of the world and from multiple sectors.,BRA_2014_35
BRA,2014,"Discussions were held on the principles that should be followed and the actions to be undertaken in order to ensure that the Internet will continue to develop in an open, democratic, free, multisectoral and multilateral manner.",BRA_2014_36
BRA,2014,"The United Nations and its Member States have before them today challenges of great magnitude, which should be the priorities of this session of the General Assembly. The year 2015 must be a turning point. I am certain that we will not shy away from fulfilling, with a sense of courage and insight, our lofty responsibilities to build an international order founded on the promotion of peace, sustainable development, poverty eradication and the reduction of inequality. Brazil stands ready and is fully determined to contribute to that end.",BRA_2014_37
BRA,2015,It is a privilege to address the General Assembly this year as the United Nations celebrates its seventieth birthday.,BRA_2015_01
BRA,2015,"My first remarks are to congratulate you, Mr. President, on having been chosen to preside over the Assembly. I reiterate, in particular, Brazil’s support for your willingness to put in place measures that will ultimately strengthen the Organization’s development agenda.",BRA_2015_02
BRA,2015,"Seventy years have passed since the San Francisco Conference. On that occasion, the international community sought to build a world founded on international law and on the pursuit of the peaceful resolution of conf licts. Since then, we have seen progress and setbacks. The decolonization process has evolved remarkably, as can be seen from the composition of the Assembly.",BRA_2015_03
BRA,2015,"The United Nations has since expanded its initiatives and incorporated into the development agenda the 2030 Agenda for Sustainable Development (resolution 70/1) and the Sustainable Development Goals (SDGs). In other words, it is addressing issues related to the environment, poverty eradication, social and economic development and access to quality services, while issues related to urban life, gender, women and children, and race have all gained priority on the agenda.",BRA_2015_04
BRA,2015,"However, the Organization has not achieved the same success in addressing collective security challenges, even though they were at the origin of the Organization and at the centre of its concerns. The proliferation of regional conflicts, some of which have the potential to be highly destructive, and the spread of terrorism, which kills men, women and children, destroys our common heritage and displaces millions of people from their long-established communities, demonstrate all too well that the United Nations is currently being severely tested. One cannot be complacent in the face of barbaric acts such as those perpetrated by the so- called Islamic State and other associated groups. The situation today explains, to a large extent, the refugee crisis currently facing humankind.",BRA_2015_05
BRA,2015,"A substantial proportion of the men, women and children who desperately brave the waters of the Mediterranean and wearily make their way along the roads of Europe come from the Middle East and North Africa, from countries whose State institutions have been dismantled by military actions undertaken in contravention of international law, thereby opening space for the proliferation of terrorism. The deep sense of indignation caused by the picture of a dead Syrian boy on the beaches of Turkey and by the news of the 71 persons asphyxiated inside a truck in Austria should be translated into unmistakable acts of practical solidarity.",BRA_2015_06
BRA,2015,"In a world where goods, capital, information and ideas flow freely, it is absurd to prevent the free flow of people. Brazil is a host country, a welcoming country, one that is made up of people from around the world. We have received Syrians, Haitians, men and women, just as we have provided shelter for more than a century to millions of Europeans, Arabs and Asians. We are an open society. We welcome refugees. We are a multi-ethnic country, where differences coexist. We know all too well the importance of differences, which ultimately make us stronger, richer and more diverse culturally, socially and economically.",BRA_2015_07
BRA,2015,"The disquieting backdrop I have just described demands that we reflect on the future of the United Nations and requires that we act resolutely and quickly. We need a United Nations that is capable of promoting lasting international peace and of acting swiftly and effectively during crises, regional and localized conflicts and in response to any crimes against humanity. We can no longer delay, for example, the creation of a Palestinian State that coexists peacefully and harmoniously with Israel. Similarly, the expansion of settlements in the occupied territories cannot be tolerated.",BRA_2015_08
BRA,2015,"In order to give the United Nations the central role it is rightfully entitled to, a comprehensive reform of its structures must be carried out. The Security Council must be expanded in its permanent and non-permanent member categories in order to become more representative, legitimate and effective. Most Member States do not want a decision on this matter to be postponed forever. We hope that the current session will enter into history as a turning point in the trajectory of the United Nations and that it will yield concrete results in the long, and so far inconclusive, reform process of the Organization.",BRA_2015_09
BRA,2015,"In our region of the world — where peace and democracy reign — we welcome the re-establishment of diplomatic relations between Cuba and the United States of America, which puts an end to a dispute stemming back to the Cold War. We hope that this process will be completed with the end of the embargo currently imposed on Cuba. We also celebrate the recent agreement reached with Iran, which will enable that country to develop nuclear energy for peaceful purposes and to restore the hope of peace to an entire region. Together, the countries of Brazil, Russia, India, China and South Africa have launched a new development bank, which will assist in expanding trade and investment and will also possibly help to achieve the Sustainable Development Goals.",BRA_2015_10
BRA,2015,"The 2030 Agenda for Sustainable Development (resolution 70/1) outlines the future we want. The 17 Sustainable Development Goals reaffirm the basic tenet of the United Nations Conference on Sustainable Development, that is, it is possible to grow, include, preserve and protect. They establish universal targets and stress the need for cooperation among people and a shared path for humankind. The 2030 Agenda requires global solidarity, determination from each one of us and a commitment to tackling climate change, overcoming extreme poverty and creating opportunities for all.",BRA_2015_11
BRA,2015,"In Paris, next December, we must strengthen the United Nations Framework Convention on Climate Change by ensuring that its provisions are fulfilled and its principles respected. The obligations we take on in Paris should be ambitious in scope and nature and should include financial and technological support to developing countries and small island States, in line with the principle of common but differentiated responsibilities.",BRA_2015_12
BRA,2015,"Brazil is making a substantial effort to reduce greenhouse gas emissions without jeopardizing its development. We continue to diversify the renewable sources in our energy mix, which is among the cleanest in the world. We are also currently investing in low- carbon agriculture. We have reduced deforestation in the Amazonian region by 82 per cent. A sense of ambition will continue to guide our actions. In this spirit, I announced yesterday at the United Nations Brazil’s intended nationally determined contribution, which is to reduce its greenhouse gas emissions by 43 per cent by 2030, with 2005 as the baseline year. During this period, Brazil intends to put an end to illegal deforestation and to reforest 12 million hectares, to recover 15 million hectares of degraded pasture lands and to integrate 5 million hectares of crop, livestock and forest.",BRA_2015_13
BRA,2015,"In a world where the share of renewable energy accounts for only 13 per cent on average of the overall energy mix worldwide, we intend to derive 45 per cent of our domestic energy mix from renewable sources. To that end, we will pursue a share of 66 per cent for hydropower in our electricity generation output and a share of 23 per cent for renewable energy, including from wind, solar and biomass sources, in electrical energy generation. We will also seek an increase of about 10 per cent in energy efficiency and will add a share of 16 per cent of ethanol fuel and other sugarcane-derived biomass sources to our energy mix. Brazil is thus contributing decisively to the global efforts to implement the recommendations of the Intergovernmental Panel on Climate Change, which has established a limit of no more than 2°C on temperature increases for this century.",BRA_2015_14
BRA,2015,"We are one of the few developing countries to set an absolute emissions reduction target. Our intended nationally determined contributions include actions to increase environmental resilience and reduce the risks associated with the negative effects of climate change for the poorest and most vulnerable populations, with an emphasis on gender issues, workers’ rights and the rights of indigenous, former black slave and traditional communities.",BRA_2015_15
BRA,2015,"We recognize the importance of South-South cooperation in the global efforts to counter climate change. Allow me to stress that, since 2003, social and income transfer policies have helped lift over 36 million people out of extreme poverty. Last year, Brazil was officially removed from the World Hunger Map. This is a testament to the effectiveness of our so-called zero-hunger policy, which has now evolved to become Sustainable Development Goal 2.",BRA_2015_16
BRA,2015,"In the transition to a low-carbon economy, it is important to ensure dignified and fair conditions for workers. Sustainable development requires us to commit to the promotion of decent work, the generation of quality jobs and guaranteed opportunities for all.",BRA_2015_17
BRA,2015,"Our efforts to eradicate poverty and promote development must be collective and global in scope. In my country, however, we know that the end of extreme poverty is only the beginning of a long journey marked by new gains. For six years, we have been working to prevent the impact of the world crisis that began in 2008 in the developed world from overwhelming our economy and our society. During those six years, we have adopted a comprehensive set of measures, including reducing taxes, expanding credit, strengthening investment and stimulating household consumption. We have increased employment opportunities and income levels in that period. This effort has now come to an end owing to both domestic fiscal constraints and external conditions. The slow recovery of the world economy and the end of the ”commodity super cycle” have negatively affected our economic growth. Currency devaluation and recession pressures have triggered inflation and a substantial reduction in tax revenue, leading to restrictions in public finance.",BRA_2015_18
BRA,2015,"Brazil does not have any serious structural problems, however. Our problems are limited to the current circumstances. In order to address this situation, we are rebalancing our budget and have substantially reduced public expenditures and even investments. We have realigned prices. We are adopting measures to permanently reduce spending. We have proposed drastic spending cuts and we are redefining our sources of revenue. All of these initiatives are aimed at reorganizing the fiscal framework, reducing inflation, consolidating macroeconomic stability, boosting confidence in the economy and ensuring the resumption of economic growth with income distribution.",BRA_2015_19
BRA,2015,"The Brazilian economy is today stronger, more solid and more resilient than it was a few years ago. We are in a position to overcome the current difficulties as we advance on our path towards development. We find ourselves at a moment of transition to another cycle of economic expansion, one that has greater depth and is more solid and long-lasting. In addition to the fiscal and financial rebalancing actions and providing incentives for exports, we have also adopted measures to encourage investments in infrastructure and energy.",BRA_2015_20
BRA,2015,"In Brazil, the process of social inclusion has not been interrupted. We hope that inflation control and the resumption of economic growth and credit availability will help to further expand household consumption. This is the basis for a new development cycle, led by an increase in productivity and the generation of more investment opportunities for businesses and more job opportunities for citizens.",BRA_2015_21
BRA,2015,"The gains we have achieved over the past few years have been reached in the environment of our strengthened and deepened democracy. Thanks to an effective legal framework and vigorous democratic institutions, the functioning of the State is being firmly and impartially examined by the judiciary and the governmental agencies in charge of investigating, assessing and punishing any misconduct.",BRA_2015_22
BRA,2015,"The Brazilian Government and society do not and will not tolerate corruption. Brazil’s democracy grows stronger when its authorities recognize the limits imposed by the law as their own limits. We Brazilians desire a country where the law represents the limit. Many of us fought for that, precisely when laws and rights were being violated during the military dictatorship. We desire a country where governmental authorities conduct themselves strictly according to their duties, without ever succumbing to excess; where judges try and judge cases freely and impartially, without any pressure whatsoever, independent of political passion and without ever compromising on the presumption of the innocence of any citizen.",BRA_2015_23
BRA,2015,"We desire a country where the clash of ideas takes place in a civilized and respectful environment. We want a country where the freedom of the press is one of the cornerstones of the freedom of speech and of the expression of different positions, namely, the rights of all Brazilians. Legal sanctions must be applied against all those who have committed illicit acts, bearing in mind the need to uphold the principle of due process. Those are the very foundations of our democracy. In that regard, I wish to avail myself of a recent quote by my friend José Mujica, former President of Uruguay. He said: “Democracy is not perfect, for we are not perfect. However, we must defend it in order to improve it and not deny it”. Allow me to state for the record that Brazil will continue on the path of democracy and will never relinquish the achievements for which we have so greatly struggled.",BRA_2015_24
BRA,2015,"I would like to take this opportunity to reiterate that Brazil welcomes citizens from around the world, with open arms, for the 2016 Summer Olympic and Paralympic Games to be held in Rio de Janeiro. We look forward to welcoming each and every one. It will be a unique opportunity to promote sport as a key instrument for peace, social inclusion and tolerance in the fight against racial, ethnic and gender discrimination. It will also be an opportunity to promote the rights and inclusion of persons with disabilities, one of the top priorities of my Government.",BRA_2015_25
BRA,2015,"One last point is that a few days ago, here at United Nations Headquarters, the murals entitled War and Peace by the Brazilian artist Candido Portinari, which were donated to this Organization by the Government of my country in 1957, were re-inaugurated. Those works of art denounce violence and poverty and further urge the people of the world to seek mutual understanding and tolerance. They stand as a symbol of the ultimate responsibility of the United Nations, namely, to prevent armed conflict and promote peace, social justice and the eradication of hunger and poverty. Portinari often stated that “there is no great work of art that is not identified by the people surrounding it”. The message of the murals remains timely and topical. It speaks not only to the victims of wars, but also to the refugees who risk their lives on fragile boats in the Mediterranean and to all of the anonymous people who turn to the United Nations seeking protection, peace and well-being.",BRA_2015_26
BRA,2015,"We hope that, as we walk into the premises of the United Nations and gaze upon those very murals at the entrance, we may be capable of hearing the voices of the people we represent and of working persistently to ensure that their calls for peace and progress are met. After all, those were the very ideals that were present 70 years ago at the foundation of the United Nations Organization, this major accomplishment of humankind.",BRA_2015_27
BRA,2016,Brazil brings its natural spirit of openness to the United Nations and to the world. We are a country that is built on and by the strength of diversity. We believe in the power of dialogue. We strongly advocate the principles that govern the Organization — principles that are needed now more than ever before. Today’s world shows signs of uncertainty and instability.,BRA_2016_01
BRA,2016,"The international system is currently experiencing what could be described as an order deficit. Reality has moved ahead faster than our collective ability to address it. From outbreaks of regional conflicts to violent fundamentalism, we face both old and new threats that we have been unable to contain. In view of the refugee crisis and the upsurge in terrorism, we cannot help but be overwhelmed by a sentiment of perplexity or bewilderment. Hotbeds of tension show no signs of fading away. A state of virtual political inaction leads to prolonged wars with no solution. The system’s inability to react to conflicts further worsens cycles of destruction. The social vulnerability of so many in several countries is exploited by narratives of fear and entrenchment.",BRA_2016_02
BRA,2016,"There has been a return to xenophobia, and extreme forms of nationalism are gaining ground. Different expressions of demagoguery bring about serious risks on all continents. Even in the economic arena, the fact is that today’s world lacks standards that can otherwise reduce globalization’s asymmetries. Many have yielded to the easy answer of protectionism. We cannot possibly shy away from such a world. On the contrary, we must join hands and unite to transform it through diplomacy — balanced but firm diplomacy, sobering but determined. Such diplomacy should be well-grounded and embracing of change. That is how Brazil has conducted diplomacy both within our region and beyond as a country that has pursued its interests without ever relinquishing its principles.",BRA_2016_03
BRA,2016,"What we wish for the world is what we wish for Brazil — peace, sustainable development and respect for human rights. Those are the values and aspirations of our society. Those are the values and aspirations that guide us on the international stage. We would like to live in a world in which law prevails over force. We would like to have rules that reflect the pluralistic nature of the community of nations. We would like to have a results-oriented United Nations, capable of facing up to the major challenges of our time. Our debates and negotiations cannot possibly be confined to the Organization’s rooms and halls. Instead, they should reverberate through the markets of Kabul, the streets of Paris and the ruins of Aleppo.",BRA_2016_04
BRA,2016,"The United Nations cannot be reduced to a mere observation post that condemns the world’s scourges. Instead, the Organization should assert itself as a source of effective solutions. Those who sowed the seeds of conflict have reinvented themselves, but multilateral institutions have not. It is for that reason that Brazil has warned that it is essential to make global governance structures more representative, many of which have by now aged and have become disconnected from reality. The Security Council must be reformed. We stand ready to overcome the current impasse surrounding that issue.",BRA_2016_05
BRA,2016,"Many challenges go beyond national borders, including trafficking in drugs and weapons, and have an impact on our cities, schools and families. Fighting organized crime requires us to work hand in hand. The very safety of our citizens ultimately depends on the quality of our collective action. An example of this is the war in Syria, which continues to engender unacceptable suffering, with women and children as the main victims. A political solution can no longer be postponed. We call on the parties involved in the conflict to respect the agreements endorsed by the Security Council and to guarantee the civilian population access to humanitarian aid.",BRA_2016_06
BRA,2016,We are also concerned by the lack of prospects for peace between Israel and Palestine. Brazil continues to support a solution based on two States living in peaceful coexistence within mutually agreed and internationally recognized borders. It is our common responsibility to give new impetus to the negotiating process.,BRA_2016_07
BRA,2016,"Another reason for concern, if I may say so, is the lack of progress on the nuclear disarmament agenda. There are thousands of nuclear weapons in the world today. That amounts to thousands of threats to international peace and security. The most recent nuclear test in the Korean peninsula is a reminder of the danger that nuclear proliferation poses. Brazil can speak with the authority of a country where the use of nuclear energy exclusively for peaceful purposes is an obligation enshrined in the Constitution of the Federative Republic of Brazil.",BRA_2016_08
BRA,2016,"Yet not all news is bad. There are well-known examples, which have already been mentioned in today’s meeting, of what can be accomplished through dialogue. We celebrate that diplomacy has prevailed on the Iranian nuclear dossier and encourage full compliance and understanding with the agreements reached. The peace accord between the Colombian government and the Fuerzas Armadas Revolucionarias de Colombia allows us to envisage the end of the last armed conflict on our continent. I congratulate President Juan Manuel Santos and all Colombians for that achievement. Brazil stands ready to contribute to peace in Colombia. The re-establishment of diplomatic relations between Cuba and the United States of America shows that there are no eternal antagonisms or unbreakable deadlocks. We hope that closer ties will bring progress to the region as a whole, to include the economic and trade arenas. We hope that the re–establishment of relations between Cuba and the United State will be followed by the end of the economic embargo against Cuba.",BRA_2016_09
BRA,2016,"This year, Brazil and Argentina celebrated the twenty-fifth anniversary of the Brazilian-Argentine Agency for Accounting and Control of Nuclear Materials. The Agency is the world’s only binational organization responsible for applying nuclear safeguards. As Secretary-General Ban Ki-moon has stated, the Agency is an inspiration for regional and global efforts towards the elimination of nuclear weapons. Confidence-building between Brazilians and Argentines in the nuclear arena, as I have just indicated, is part of the inception of our integration experience, and of the foundation of projects like the Southern Common Market. For Brazil, Latin American integration is not only Government policy but the expression of a constitutional principle and a permanent foreign policy priority.",BRA_2016_10
BRA,2016,"As we are all aware, Governments of different political inclinations coexist in our region. That is natural and sound. What is essential is that there be mutual respect and that we agree on basic common objectives, such as economic growth, human rights, social progress, security and freedom for all citizens. Those are the objectives that guide and inform the presence of the United Nations in Haiti. Since 2004, Brazil has led the military component of the United Nations Stabilization Mission in Haiti and has sent more than 33,000 contingents to that Caribbean country. We trust that the United Nations presence on the ground in Haiti will focus more on developing institutions and capacity-building.",BRA_2016_11
BRA,2016,"Brazil’s neighbours also include our brothers and sisters from Africa, to whom we are tied by the Atlantic Ocean and by a long-standing history. This year, we will host the Summit of the Community of Portuguese-speaking Countries. Of the Community’s nine members, six are African States. Brazil therefore looks towards Africa with friendship and respect, with a determination to undertake projects that will unite us even more.",BRA_2016_12
BRA,2016,"Development is more than just an objective, it is an imperative. A developed society is one where all are entitled to high-quality public services such as education, health care, transportation and security; one where equal opportunity is assured and where access to decent work opportunities is not a privilege for a few. In a nutshell, development is paramount to dignity, and the dignity of humankind is one of the principles of the Brazilian State, as laid down in article 1 of the Constitution of the Federative Republic of Brazil.",BRA_2016_13
BRA,2016,"The 2030 Agenda for Sustainable Development is the greatest United Nations endeavour in favour of development. Turning it into reality will require more than the sum of national efforts. Supporting developing countries will be crucial to the achievement of the Sustainable Development Goals. Prosperity and well- being today should not impair the future of humankind. Economic growth should be socially balanced and environmentally friendly. After all, we live on the same Planet. There is no plan B. We must therefore take ambitious measures under the principle of common but differentiated responsibilities. Tomorrow, I will formally deposit Brazil’s instrument of ratification of the Paris Agreement on climate change. As the world’s most biodiverse country, and with one of the world’s cleanest energy mixes, Brazil is an environmental powerhouse with an uncompromising commitment to the environment.",BRA_2016_14
BRA,2016,"Development also depends on trade. In periods of economic crisis, protectionism often increases. It must be curbed. Protectionism is a perverse barrier to development. It reduces the number of jobs and opportunities and makes men, women and families around the world, including in Brazil, fall victim to unemployment and hopelessness. The multilateral trading system is part of the fight against that evil. Ending protectionism in agriculture is particularly important for development. We cannot keep backtracking on the implementation of World Trade Organization commitments on agriculture any longer. It is urgent to prevent sanitary and phytosanitary measures from serving protectionist purposes. It is urgent to discipline subsidies and other distortive domestic support policies in the agricultural sector. Home to a modern, diversified and competitive agriculture, Brazil contributes to food security. We produce for ourselves and we help to feed the world.",BRA_2016_15
BRA,2016,"Unfortunately, the full enjoyment of human rights remains an unaccomplished aspiration in today’s world. Every human being has the right to live freely, according to one’s own beliefs and convictions. Such fundamental liberty, however, is disrespected every day. Persecutions, political detentions and other arbitrary acts remain recurrent in many areas of the world. Our eyes should also turn to minorities and other more vulnerable segments of our society. That is what we have done in Brazil through income-transfer initiatives and housing and education programmes, including financial aid available to students from poor families and backgrounds. We have also advocated gender equality as expressly envisaged in our Constitution. It is incumbent upon us to safeguard the rights of all.",BRA_2016_16
BRA,2016,"Refugees and migrants are, more often than not, victims of human rights violations, poverty, war and political repression. Yesterday’s high-level meeting cast light on some of those substantive matters. Brazil is the product of immigrants, men and women from all continents. We repudiate all forms of racism, xenophobia and other forms of intolerance. We provide shelter to refugees and migrants, as I underscored in yesterday’s meeting (see A/71/PV.4B).",BRA_2016_17
